"Data";"Descricao";"Categoria";"Conta";"Cartao";"Valor";"Status";"Compartilhado"
2024-08-10;"Gasto parcelado - Parcela 5/12; Curso Italiano";"Cursos";"C6";"C6";199.87;"Efetivado";"50/50"
2024-09-10;"Gasto parcelado - Parcela 6/12; Curso Italiano";"Cursos";"C6";"C6";199.87;"Efetivado";"50/50"
2024-10-10;"Gasto parcelado - Parcela 7/12; Curso Italiano";"Cursos";"C6";"C6";199.87;"Efetivado";"50/50"
2024-11-10;"Gasto parcelado - Parcela 8/12; Curso Italiano";"Cursos";"C6";"C6";199.87;"Efetivado";"50/50"
2024-12-10;"Gasto parcelado - Parcela 9/12; Curso Italiano";"Cursos";"C6";"C6";199.87;"Efetivado";"50/50"
2024-04-10;"MR MERCADOS";"Mercado";"C6";"C6";16.38;"Efetivado";"50/50"
2024-03-18;"Enel ";"Energia";"C6";"";102.8;"Efetivado";"50/50"
2024-03-18;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-04-19;"ifood";"Restaurante";"Nubank";"Nubank";60.99;"Efetivado";"100% Silvia"
2024-04-19;"Roupa";"Roupas";"Nubank";"Nubank";18.42;"Efetivado";"100% Silvia"
2024-03-20;"condominio ";"Condominio";"C6";"";1167.44;"Efetivado";"50/50"
2024-04-19;"ifood";"Restaurante";"Nubank";"Nubank";120.29;"Efetivado";"100% Silvia"
2024-03-20;"Presentes";"Presentes";"Bradesco";"";100;"Efetivado";"100% Silvia"
2024-04-19;"ifood";"Restaurante";"Nubank";"Nubank";42.98;"Efetivado";"100% Silvia"
2024-03-20;"estacionamento ";"Estacionamento";"C6";"";24;"Efetivado";"50/50"
2024-04-10;"MR MERCADOS";"Mercado";"C6";"C6";13.18;"Efetivado";"50/50"
2024-04-19;"ifood";"Restaurante";"Nubank";"Nubank";79.9;"Efetivado";"100% Silvia"
2024-03-21;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-04-19;"Combustivel";"Combustível";"Nubank";"Nubank";50;"Efetivado";"50/50"
2024-04-19;"Deezer";"Streaming";"Nubank";"Nubank";43.9;"Efetivado";"100% Silvia"
2024-04-19;"Restaurante";"Restaurante";"Nubank";"Nubank";39.26;"Efetivado";"100% Silvia"
2024-04-19;"Padaria";"Padaria";"Nubank";"Nubank";38.78;"Efetivado";"50/50"
2024-04-10;"OFICINA DOS SABORES";"Restaurante";"C6";"C6";24.9;"Efetivado";"50/50"
2024-04-10;"PAG*MAONAMASSA";"Restaurante";"C6";"C6";21;"Efetivado";"50/50"
2024-04-10;"MR MERCADOS";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-04-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";3;"Efetivado";"50/50"
2024-04-10;"CASA DE ADELIA-RESTAU";"Restaurante";"C6";"C6";81.78;"Efetivado";"50/50"
2024-04-10;"ULTRA BOI";"Açougue";"C6";"C6";59.07;"Efetivado";"50/50"
2024-04-10;"PANIFICADORA ALIANCA D";"Padaria";"C6";"C6";24;"Efetivado";"50/50"
2024-04-10;"PAG*PEIXARIADO";"Açougue";"C6";"C6";38;"Efetivado";"50/50"
2024-04-10;"PAG*DELCIOBARRANCO";"Feira";"C6";"C6";16;"Efetivado";"50/50"
2024-04-10;"MORI HORTIFRUTI PASTEL";"Feira";"C6";"C6";12;"Efetivado";"50/50"
2024-04-10;"PAG*NEIDEDESOUZASILVA";"Feira";"C6";"C6";9;"Efetivado";"50/50"
2024-04-10;"PAG*RICHARDDASILVA";"Feira";"C6";"C6";8;"Efetivado";"50/50"
2024-04-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";5.8;"Efetivado";"50/50"
2024-04-10;"PAG*RAFAELFERNANDES";"Feira";"C6";"C6";3;"Efetivado";"50/50"
2024-03-25;"Restaurante";"Restaurante";"Bradesco";"";161;"Efetivado";"100% Silvia"
2024-03-25;"comgas ";"Gas";"C6";"";81.99;"Efetivado";"50/50"
2024-03-25;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-04-10;"PAG*LAVANDERIALATINA";"Móveis";"C6";"C6";35;"Efetivado";"50/50"
2024-04-19;"Farmacia";"Farmácia";"Nubank";"Nubank";154.54;"Efetivado";"100% Silvia"
2024-03-26;"pedagio ";"Pedagio";"C6";"";24.8;"Efetivado";"50/50"
2024-04-10;"MR MERCADOS";"Mercado";"C6";"C6";12.48;"Efetivado";"50/50"
2024-04-19;"ifood";"Restaurante";"Nubank";"Nubank";187.07;"Efetivado";"100% Silvia"
2024-04-10;"MR MERCADOS";"Mercado";"C6";"C6";108.59;"Efetivado";"50/50"
2024-04-10;"8 SEGUNDOS";"Restaurante";"C6";"C6";74.12;"Efetivado";"50/50"
2024-04-10;"EMPORIO DIVINA SEMENT";"Mercado";"C6";"C6";58.47;"Efetivado";"50/50"
2024-03-28;"Pizza";"Restaurante";"Bradesco";"";45;"Efetivado";"100% Silvia"
2024-04-19;"Restaurante";"Restaurante";"Nubank";"Nubank";43.8;"Efetivado";"100% Silvia"
2024-04-19;"Estacionamento";"Estacionamento";"Nubank";"Nubank";22;"Efetivado";"50/50"
2024-03-28;"Salario";"Salario";"Bradesco";"";26358;"Efetivado";"100% Silvia"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";18.47;"Efetivado";"50/50"
2024-04-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";5.8;"Efetivado";"50/50"
2024-04-10;"GRAO DE AREIA";"Feira";"C6";"C6";156.09;"Efetivado";"50/50"
2024-04-10;"POSTO SERV AVANTGARDE";"Combustível";"C6";"C6";108.71;"Efetivado";"50/50"
2024-03-30;"pedagio ";"Pedagio";"C6";"";35.3;"Efetivado";"50/50"
2024-04-10;"PAG*ESTACIONAMENTO";"Estacionamento";"C6";"C6";27.57;"Efetivado";"50/50"
2024-04-10;"REST FERNANDES QUEIROL";"Padaria";"C6";"C6";19;"Efetivado";"50/50"
2024-03-30;"pedagio ";"Pedagio";"C6";"";16.5;"Efetivado";"50/50"
2024-04-01;"Convenio mãe";"Convenio - mãe";"Bradesco";"";1080;"Efetivado";"100% Silvia"
2024-04-19;"ifood";"Restaurante";"Nubank";"Nubank";150.99;"Efetivado";"100% Silvia"
2024-04-01;"Presentes";"Presentes";"Bradesco";"";150;"Efetivado";"100% Silvia"
2024-04-01;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-04-19;"Guerreiro";"Mercado";"Nubank";"Nubank";7.49;"Efetivado";"50/50"
2024-04-10;"REST FERNANDES QUEIROL";"Padaria";"C6";"C6";5.98;"Efetivado";"50/50"
2024-04-03;"Viagens passagem";"Passagem";"Bradesco";"";1786;"Efetivado";"50/50"
2024-05-10;"MERCADO EXTRA-1729";"Mercado";"C6";"C6";140.42;"Efetivado";"50/50"
2024-04-19;"Restaurante";"Restaurante";"Nubank";"Nubank";75.2;"Efetivado";"100% Silvia"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";35.13;"Efetivado";"50/50"
2024-04-05;"Celular";"Celular";"Bradesco";"";56.42;"Efetivado";"100% Silvia"
2024-05-10;"ULTRA BOI";"Açougue";"C6";"C6";85.05;"Efetivado";"50/50"
2024-04-19;"ifood";"Restaurante";"Nubank";"Nubank";77.8;"Efetivado";"100% Silvia"
2024-05-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";75.52;"Efetivado";"50/50"
2024-05-10;"PANIFICADORA ALIANCA D";"Padaria";"C6";"C6";21.5;"Efetivado";"50/50"
2024-04-07;"almoço ";"Restaurante";"C6";"";86.47;"Efetivado";"100% Silvia"
2024-04-19;"ifood";"Restaurante";"Nubank";"Nubank";49.8;"Efetivado";"100% Silvia"
2024-05-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";14;"Efetivado";"50/50"
2024-05-10;"PAG*THISISORVETESECON";"Restaurante";"C6";"C6";9.8;"Efetivado";"50/50"
2024-05-10;"POSTO SERV AVANTGARDE";"Combustível";"C6";"C6";100;"Efetivado";"50/50"
2024-04-08;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-04-08;"pix Nelson ";"Deposito Nelson";"C6";"";1600;"Efetivado";"50/50"
2024-04-19;"Farmacia";"Farmácia";"Nubank";"Nubank";145.34;"Efetivado";"100% Silvia"
2024-04-19;"Restaurante";"Restaurante";"Nubank";"Nubank";73.4;"Efetivado";"100% Silvia"
2024-05-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";37.78;"Efetivado";"100% Silvia"
2024-04-19;"Estacionamento";"Estacionamento";"Nubank";"Nubank";22;"Efetivado";"50/50"
2024-04-19;"ifood";"Restaurante";"Nubank";"Nubank";109.8;"Efetivado";"100% Silvia"
2024-04-19;"Restaurante";"Restaurante";"Nubank";"Nubank";27.76;"Efetivado";"100% Silvia"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";42.61;"Efetivado";"50/50"
2024-04-11;"Aluguel";"Aluguel";"Nubank";"";1419.7;"Efetivado";"50/50"
2024-05-19;"Roupas";"Roupas";"Nubank";"Nubank";18.37;"Efetivado";"100% Silvia"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-05-19;"ifood";"Restaurante";"Nubank";"Nubank";79.9;"Efetivado";"100% Silvia"
2024-05-19;"ifood";"Restaurante";"Nubank";"Nubank";43;"Efetivado";"100% Silvia"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";40.12;"Efetivado";"50/50"
2024-04-15;"cockpit";"Presentes";"Bradesco";"";4000;"Efetivado";"100% Silvia"
2024-04-15;"Net mãe";"Net - mãe";"Bradesco";"";347.76;"Efetivado";"100% Silvia"
2024-04-15;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-05-10;"ULTRA BOI";"Açougue";"C6";"C6";41.2;"Efetivado";"50/50"
2024-05-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";37.99;"Efetivado";"50/50"
2024-05-19;"Guerreiro";"Mercado";"Nubank";"Nubank";20.17;"Efetivado";"50/50"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";12.54;"Efetivado";"50/50"
2024-04-15;"Salario";"Salario";"Bradesco";"";12941;"Efetivado";"100% Silvia"
2024-05-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";43.79;"Efetivado";"100% Silvia"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";9.66;"Efetivado";"50/50"
2024-04-18;"enel ";"Energia";"C6";"";100.74;"Efetivado";"50/50"
2024-04-18;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-05-19;"Restaurante";"Restaurante";"Nubank";"Nubank";50.8;"Efetivado";"100% Silvia"
2024-05-19;"ifood";"Restaurante";"Nubank";"Nubank";44;"Efetivado";"100% Silvia"
2024-05-10;"PAG*CASADEBOLOS";"Restaurante";"C6";"C6";24;"Efetivado";"50/50"
2024-05-10;"DROGASIL3486";"Farmácia";"C6";"C6";13;"Efetivado";"100% Silvia"
2024-05-10;"SHELL";"Combustível";"C6";"C6";50;"Efetivado";"50/50"
2024-04-20;"condominio ";"Condominio";"C6";"";877.44;"Efetivado";"50/50"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";36.61;"Efetivado";"50/50"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-05-19;"Deezer";"Streaming";"Nubank";"Nubank";43.9;"Efetivado";"100% Silvia"
2024-05-19;"ifood";"Restaurante";"Nubank";"Nubank";39.9;"Efetivado";"100% Silvia"
2024-04-22;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-05-10;"ULTRA BOI";"Açougue";"C6";"C6";51.02;"Efetivado";"50/50"
2024-05-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";40.08;"Efetivado";"50/50"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";38.24;"Efetivado";"50/50"
2024-04-23;"comgas ";"Gas";"C6";"";97.18;"Efetivado";"50/50"
2024-04-24;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";18.65;"Efetivado";"50/50"
2024-05-19;"Farmacia";"Farmácia";"Nubank";"Nubank";57.75;"Efetivado";"100% Silvia"
2024-05-19;"Uber";"Uber";"Nubank";"Nubank";33.93;"Efetivado";"100% Silvia"
2024-05-19;"Uber";"Uber";"Nubank";"Nubank";27.91;"Efetivado";"100% Silvia"
2024-05-10;"TUTTO BOLO";"Restaurante";"C6";"C6";26;"Efetivado";"50/50"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-05-10;"ULTRA BOI";"Açougue";"C6";"C6";44.97;"Efetivado";"50/50"
2024-05-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";41.48;"Efetivado";"50/50"
2024-05-19;"ifood";"Restaurante";"Nubank";"Nubank";39.9;"Efetivado";"100% Silvia"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";28.97;"Efetivado";"50/50"
2024-05-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";5.9;"Efetivado";"50/50"
2024-05-19;"ifood";"Restaurante";"Nubank";"Nubank";72.9;"Efetivado";"100% Silvia"
2024-05-19;"ifood";"Restaurante";"Nubank";"Nubank";45.9;"Efetivado";"100% Silvia"
2024-05-19;"Restaurante";"Restaurante";"Nubank";"Nubank";189.91;"Efetivado";"100% Silvia"
2024-04-29;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-04-30;"estacionamento ";"Estacionamento";"C6";"";17;"Efetivado";"50/50"
2024-04-30;"Salario";"Salario";"Bradesco";"";6060;"Efetivado";"100% Silvia"
2024-05-19;"Presentes";"Presentes";"Nubank";"Nubank";145;"Efetivado";"100% Silvia"
2024-05-19;"Roupas";"Roupas";"Nubank";"Nubank";89.8;"Efetivado";"100% Silvia"
2024-05-19;"Restaurante";"Restaurante";"Nubank";"Nubank";60.8;"Efetivado";"100% Silvia"
2024-05-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";8.05;"Efetivado";"50/50"
2024-05-10;"MR MERCADOS";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-05-19;"Restaurante";"Restaurante";"Nubank";"Nubank";7;"Efetivado";"100% Silvia"
2024-05-02;"Convenio mãe";"Convenio - mãe";"Bradesco";"";1080;"Efetivado";"100% Silvia"
2024-05-02;"Viagens passagem";"Passagem";"Bradesco";"";487;"Efetivado";"50/50"
2024-05-02;"Pizza";"Restaurante";"Bradesco";"";53;"Efetivado";"100% Silvia"
2024-05-19;"Mercado";"Mercado";"Nubank";"Nubank";17.1;"Efetivado";"50/50"
2024-05-10;"PAG*THISISORVETESECON";"Restaurante";"C6";"C6";14.25;"Efetivado";"50/50"
2024-05-19;"Farmacia";"Farmácia";"Nubank";"Nubank";141;"Efetivado";"100% Silvia"
2024-06-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";19;"Efetivado";"50/50"
2024-06-10;"MR MERCADOS";"Mercado";"C6";"C6";17.56;"Efetivado";"50/50"
2024-05-03;"Salario";"Salario";"Bradesco";"";28448;"Efetivado";"100% Silvia"
2024-05-05;"Net casa ";"Internet";"C6";"";238.44;"Efetivado";"50/50"
2024-05-06;"Celular";"Celular";"Bradesco";"";56.42;"Efetivado";"100% Silvia"
2024-06-19;"Roupas";"Roupas";"Nubank";"Nubank";18.37;"Efetivado";"100% Silvia"
2024-05-13;"Aluguel";"Aluguel";"Nubank";"";1443.72;"Efetivado";"50/50"
2024-05-15;"Net mãe";"Net - mãe";"Bradesco";"";347.76;"Efetivado";"100% Silvia"
2024-05-20;"condominio ";"Condominio";"C6";"";877.44;"Efetivado";"50/50"
2024-05-20;"enel ";"Energia";"C6";"";112.21;"Efetivado";"50/50"
2024-06-19;"Deezer";"Streaming";"Nubank";"Nubank";43.9;"Efetivado";"100% Silvia"
2024-06-10;"PAES E DOCES CORTEZ";"Padaria";"C6";"C6";27.6;"Efetivado";"50/50"
2024-06-10;"MR MERCADOS";"Mercado";"C6";"C6";15.1;"Efetivado";"50/50"
2024-06-19;"ifood";"Restaurante";"Nubank";"Nubank";126.99;"Efetivado";"100% Silvia"
2024-05-27;"comgas ";"Gas";"C6";"";82.42;"Efetivado";"50/50"
2024-06-10;"POSTO SERV AVANTGARDE";"Combustível";"C6";"C6";50;"Efetivado";"50/50"
2024-05-27;"Pizza";"Restaurante";"Bradesco";"";45;"Efetivado";"100% Silvia"
2024-06-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";38.78;"Efetivado";"100% Silvia"
2024-06-10;"MR MERCADOS";"Mercado";"C6";"C6";32.77;"Efetivado";"50/50"
2024-06-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";9.5;"Efetivado";"50/50"
2024-05-28;"Restaurante";"Restaurante";"Bradesco";"";113.9;"Efetivado";"100% Silvia"
2024-06-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";111.05;"Efetivado";"50/50"
2024-06-10;"ULTRA BOI";"Açougue";"C6";"C6";103.57;"Efetivado";"50/50"
2024-06-19;"ifood";"Restaurante";"Nubank";"Nubank";57.8;"Efetivado";"100% Silvia"
2024-06-10;"CASA DE ADELIA-RESTAU";"Restaurante";"C6";"C6";94.54;"Efetivado";"50/50"
2024-05-29;"Salario";"Salario";"Bradesco";"";8100;"Efetivado";"100% Silvia"
2024-06-10;"TSOHOSEI NAGATA";"Feira";"C6";"C6";30;"Efetivado";"50/50"
2024-06-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";19;"Efetivado";"50/50"
2024-06-10;"CALDO DO LEANDRO";"Feira";"C6";"C6";12;"Efetivado";"50/50"
2024-05-31;"IR 2024";"Impostos";"Bradesco";"";6012.78;"Efetivado";"100% Silvia"
2024-06-10;"REST FERNANDES QUEIROL";"Padaria";"C6";"C6";6.23;"Efetivado";"50/50"
2024-06-19;"ifood";"Restaurante";"Nubank";"Nubank";105.8;"Efetivado";"100% Silvia"
2024-06-10;"MR MERCADOS";"Mercado";"C6";"C6";56.68;"Efetivado";"50/50"
2024-06-10;"VIRGINIA LOPES ANDRE D";"Feira";"C6";"C6";12;"Efetivado";"50/50"
2024-06-10;"MR MERCADOS";"Mercado";"C6";"C6";49.7;"Efetivado";"50/50"
2024-06-10;"PAES E DOCES CORTEZ";"Padaria";"C6";"C6";38.54;"Efetivado";"50/50"
2024-06-10;"ULTRA BOI";"Açougue";"C6";"C6";27.39;"Efetivado";"50/50"
2024-06-03;"Viagens passagem";"Passagem";"Bradesco";"";4190;"Efetivado";"50/50"
2024-06-03;"Convenio mãe";"Convenio - mãe";"Bradesco";"";1080;"Efetivado";"100% Silvia"
2024-06-03;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";22.55;"Efetivado";"50/50"
2024-06-03;"pix Nelson ";"Deposito Nelson";"C6";"";1100;"Efetivado";"50/50"
2024-06-05;"Celular";"Celular";"Bradesco";"";56.42;"Efetivado";"100% Silvia"
2024-06-06;"net casa ";"Internet";"C6";"";248.44;"Efetivado";"50/50"
2024-06-19;"ifood";"Restaurante";"Nubank";"Nubank";87.4;"Efetivado";"100% Silvia"
2024-07-10;"OFICINA DOS SABORES";"Restaurante";"C6";"C6";40;"Efetivado";"50/50"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";34.34;"Efetivado";"50/50"
2024-06-19;"ifood";"Restaurante";"Nubank";"Nubank";115.89;"Efetivado";"100% Silvia"
2024-07-10;"ULTRA BOI";"Açougue";"C6";"C6";115.52;"Efetivado";"50/50"
2024-06-08;"pedagio caragua ";"Pedagio";"C6";"";63;"Efetivado";"50/50"
2024-06-19;"Gasto parcelado - Parcela 1/10; Chapinha";"Beleza";"Nubank";"Nubank";29.99;"Efetivado";"100% Silvia"
2024-07-19;"Gasto parcelado - Parcela 2/10; Chapinha";"Beleza";"Nubank";"Nubank";29.99;"Efetivado";"100% Silvia"
2024-08-19;"Gasto parcelado - Parcela 3/10; Chapinha";"Beleza";"Nubank";"Nubank";29.99;"Efetivado";"100% Silvia"
2024-09-19;"Gasto parcelado - Parcela 4/10; Chapinha";"Beleza";"Nubank";"Nubank";29.99;"Efetivado";"100% Silvia"
2024-10-19;"Gasto parcelado - Parcela 5/10; Chapinha";"Beleza";"Nubank";"Nubank";29.99;"Efetivado";"100% Silvia"
2024-11-19;"Gasto parcelado - Parcela 6/10; Chapinha";"Beleza";"Nubank";"Nubank";29.99;"Efetivado";"100% Silvia"
2024-12-19;"Gasto parcelado - Parcela 7/10; Chapinha";"Beleza";"Nubank";"Nubank";29.99;"Efetivado";"100% Silvia"
2024-07-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";19.84;"Efetivado";"50/50"
2024-07-10;"PANIFICADORA ALIANCA D";"Padaria";"C6";"C6";19;"Efetivado";"50/50"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";12.67;"Efetivado";"50/50"
2024-07-10;"B LA MILETTE PAES";"Padaria";"C6";"C6";32.4;"Efetivado";"50/50"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";23.37;"Efetivado";"50/50"
2024-07-10;"PAG*FEIRANTE";"Feira";"C6";"C6";20;"Efetivado";"50/50"
2024-07-10;"PAG*NEIDEDESOUZASILVA";"Feira";"C6";"C6";15;"Efetivado";"50/50"
2024-07-10;"PAG*PRODUTOSQUALIDADE";"Feira";"C6";"C6";13;"Efetivado";"50/50"
2024-07-10;"PAG*VANESSABIANCODA";"Feira";"C6";"C6";5;"Efetivado";"50/50"
2024-06-19;"ifood";"Restaurante";"Nubank";"Nubank";167.61;"Efetivado";"100% Silvia"
2024-06-10;"Pizza";"Restaurante";"Bradesco";"";45;"Efetivado";"100% Silvia"
2024-06-10;"Pizza";"Restaurante";"Bradesco";"";45;"Efetivado";"100% Silvia"
2024-06-10;"C6TAG";"Pedagio";"C6";"";11.2;"Efetivado";"50/50"
2024-06-10;"C6TAG";"Pedagio";"C6";"";11.2;"Efetivado";"50/50"
2024-06-10;"C6TAG";"Pedagio";"C6";"";5.3;"Efetivado";"50/50"
2024-06-10;"C6TAG";"Pedagio";"C6";"";5.3;"Efetivado";"50/50"
2024-06-10;"C6TAG";"Pedagio";"C6";"";5.2;"Efetivado";"50/50"
2024-06-10;"C6TAG";"Pedagio";"C6";"";5.2;"Efetivado";"50/50"
2024-06-10;"C6TAG";"Pedagio";"C6";"";4.9;"Efetivado";"50/50"
2024-06-10;"C6TAG";"Pedagio";"C6";"";4.9;"Efetivado";"50/50"
2024-06-10;"C6TAG";"Pedagio";"C6";"";4.9;"Efetivado";"50/50"
2024-06-10;"C6TAG";"Pedagio";"C6";"";4.9;"Efetivado";"50/50"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";17.24;"Efetivado";"50/50"
2024-07-10;"REST FERNANDES QUEIROL";"Padaria";"C6";"C6";11.64;"Efetivado";"50/50"
2024-06-11;"Aluguel";"Aluguel";"Nubank";"";1448.04;"Efetivado";"50/50"
2024-07-19;"Roupas";"Roupas";"Nubank";"Nubank";18.37;"Efetivado";"100% Silvia"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";9.34;"Efetivado";"50/50"
2024-07-19;"ifood";"Restaurante";"Nubank";"Nubank";110;"Efetivado";"100% Silvia"
2024-06-13;"Pizza";"Restaurante";"Bradesco";"";53;"Efetivado";"100% Silvia"
2024-07-19;"Restaurante";"Restaurante";"Nubank";"Nubank";26.5;"Efetivado";"100% Silvia"
2024-07-10;"PAG*MAONAMASSA";"Restaurante";"C6";"C6";46;"Efetivado";"50/50"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-06-14;"Salario";"Salario";"Bradesco";"";12941;"Efetivado";"100% Silvia"
2024-07-10;"ULTRA BOI";"Açougue";"C6";"C6";64.32;"Efetivado";"50/50"
2024-07-10;"PANIFICADORA ALIANCA D";"Padaria";"C6";"C6";25.9;"Efetivado";"50/50"
2024-07-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";19.22;"Efetivado";"50/50"
2024-07-10;"MERCADO EXTRA-1729";"Mercado";"C6";"C6";307.96;"Efetivado";"50/50"
2024-07-10;"POSTO SERV AVANTGARDE";"Combustível";"C6";"C6";80;"Efetivado";"50/50"
2024-07-19;"ifood";"Restaurante";"Nubank";"Nubank";74.9;"Efetivado";"100% Silvia"
2024-07-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";19;"Efetivado";"50/50"
2024-07-10;"PG *TON MARCO ANTONIO";"Feira";"C6";"C6";10;"Efetivado";"50/50"
2024-07-10;"PLACIDO TONINI";"Feira";"C6";"C6";8;"Efetivado";"50/50"
2024-07-10;"PAG*NEIDEDESOUZASILVA";"Feira";"C6";"C6";7;"Efetivado";"50/50"
2024-07-10;"PAG*CARLOSMACHADO";"Feira";"C6";"C6";6;"Efetivado";"50/50"
2024-06-17;"Net mãe";"Net - mãe";"Bradesco";"";347.76;"Efetivado";"100% Silvia"
2024-07-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";41.87;"Efetivado";"100% Silvia"
2024-07-19;"Uber";"Uber";"Nubank";"Nubank";34.99;"Efetivado";"100% Silvia"
2024-07-19;"Restaurante";"Restaurante";"Nubank";"Nubank";96.25;"Efetivado";"100% Silvia"
2024-06-18;"enel";"Energia";"C6";"";56.48;"Efetivado";"50/50"
2024-06-18;"enel ";"Energia";"C6";"";56.48;"Efetivado";"50/50"
2024-07-10;"POSTO SERV AVANTGARDE";"Combustível";"C6";"C6";50;"Efetivado";"50/50"
2024-07-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";38.78;"Efetivado";"100% Silvia"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";34.02;"Efetivado";"50/50"
2024-07-19;"Restaurante";"Restaurante";"Nubank";"Nubank";63.58;"Efetivado";"100% Silvia"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";3.93;"Efetivado";"50/50"
2024-06-20;"Condominio";"Condominio";"C6";"";914.63;"Efetivado";"50/50"
2024-06-20;"condominio ";"Condominio";"C6";"";914.63;"Efetivado";"50/50"
2024-07-19;"ifood";"Restaurante";"Nubank";"Nubank";83.8;"Efetivado";"100% Silvia"
2024-06-21;"Pizza";"Restaurante";"Bradesco";"";53;"Efetivado";"100% Silvia"
2024-07-19;"ifood";"Restaurante";"Nubank";"Nubank";46.8;"Efetivado";"100% Silvia"
2024-07-19;"Deezer";"Streaming";"Nubank";"Nubank";43.9;"Efetivado";"100% Silvia"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-07-10;"EMPORIO DIVINA SEMENT";"Mercado";"C6";"C6";42.56;"Efetivado";"50/50"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";31.07;"Efetivado";"50/50"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";7.71;"Efetivado";"50/50"
2024-07-10;"ULTRA BOI";"Açougue";"C6";"C6";131.05;"Efetivado";"50/50"
2024-07-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";39.03;"Efetivado";"50/50"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";20.36;"Efetivado";"50/50"
2024-07-10;"PANIF BANCARIOS";"Padaria";"C6";"C6";17;"Efetivado";"50/50"
2024-06-24;"comgas ";"Gas";"C6";"";128.26;"Efetivado";"50/50"
